frame_idx,t_sec,dt_cumavg_ms,motor_encoders_FL,motor_encoders_FR,motor_encoders_BL,motor_encoders_BR,motor_speeds_FL,motor_speeds_FR,motor_speeds_BL,motor_speeds_BR,pid_outputs_FL,pid_outputs_FR,pid_outputs_BL,pid_outputs_BR,desired_speed,actual_speed_fl,raw_v1_fl,estimated_velocity,kalman_v_pred,pendulum_angle_deg,lqr_force,kalman_theta_rad,kalman_v,kalman_x,x_ref,theta_ref_deg,sprint_active,pwm
15,2.698306299978867,2.798,-0.015,-0.017,-0.014,-0.015,-0.146,-0.164,-0.09,-0.155,34.0,72.0,-256.0,52.0,-0.151,-0.146,-0.237,-0.139,-0.142,-0.09,3.354,-0.002,-0.139,-0.015,0.0,0.0,0,0.034
16,2.711373400001321,2.79,-0.016,-0.018,-0.015,-0.017,-0.138,-0.213,-0.08,-0.133,35.0,307.0,-138.0,-151.0,-0.138,-0.138,0.0,-0.141,-0.138,0.09,2.405,0.0,-0.141,-0.017,0.0,0.0,0,0.035
17,2.7243190000299364,2.799,-0.017,-0.019,-0.018,-0.018,-0.081,-0.147,-0.143,-0.099,-77.0,-62.0,225.0,-159.0,-0.116,-0.081,-0.237,-0.118,-0.119,0.27,4.689,0.003,-0.118,-0.018,0.0,0.0,0,-0.077
18,2.7386778999934904,2.796,-0.018,-0.019,-0.021,-0.019,-0.104,-0.056,-0.219,-0.112,38.0,-234.0,269.0,174.0,-0.102,-0.104,0.0,-0.122,-0.12,0.36,1.921,0.006,-0.122,-0.019,0.0,0.0,0,0.038
19,2.7537342000287026,2.792,-0.019,-0.02,-0.021,-0.022,-0.124,-0.033,-0.157,-0.157,109.0,-247.0,59.0,177.0,-0.091,-0.124,0.0,-0.119,-0.127,0.54,3.561,0.008,-0.119,-0.021,0.0,0.0,0,0.109
20,2.757038999989163,2.785,-0.02,-0.024,-0.021,-0.023,-0.101,-0.158,-0.057,-0.144,85.0,439.0,-178.0,54.0,-0.078,-0.101,-0.237,-0.115,-0.111,0.63,2.86,0.01,-0.115,-0.022,0.0,0.0,0,0.085
21,2.772754499979783,2.782,-0.021,-0.027,-0.023,-0.022,-0.067,-0.249,-0.057,-0.044,63.0,548.0,163.0,-160.0,-0.059,-0.067,-0.237,-0.103,-0.094,0.81,3.801,0.012,-0.103,-0.023,0.0,0.0,0,0.063
22,2.7776823000167497,2.789,-0.022,-0.027,-0.025,-0.023,-0.089,-0.171,-0.145,0.015,246.0,178.0,360.0,-140.0,-0.044,-0.089,-0.237,-0.096,-0.089,0.9,2.246,0.014,-0.096,-0.024,0.0,0.0,0,0.246
23,2.794453100010287,2.785,-0.023,-0.026,-0.026,-0.024,-0.065,-0.024,-0.131,-0.042,139.0,-117.0,154.0,92.0,-0.025,-0.065,0.0,-0.066,-0.073,0.99,5.699,0.015,-0.066,-0.025,0.0,0.0,0,0.139
24,2.80874439998297,2.79,-0.023,-0.025,-0.026,-0.027,-0.042,0.064,-0.043,-0.145,133.0,-134.0,-157.0,459.0,-0.002,-0.042,0.0,-0.041,-0.041,1.08,4.888,0.017,-0.041,-0.025,0.0,0.0,0,0.133
25,2.8117934999754652,2.796,-0.024,-0.026,-0.025,-0.027,-0.017,0.032,0.032,-0.12,119.0,-36.0,-35.0,209.0,0.018,-0.017,0.0,-0.018,-0.019,1.08,3.957,0.017,-0.018,-0.025,0.0,0.0,0,0.119
26,2.8272178000188433,2.795,-0.024,-0.027,-0.025,-0.026,-0.008,-0.074,0.032,0.001,111.0,365.0,33.0,-201.0,0.029,-0.008,0.0,-0.013,-0.016,1.08,2.117,0.018,-0.013,-0.025,0.0,0.0,0,0.111
27,2.843327099981252,2.813,-0.024,-0.026,-0.025,-0.025,0.0,-0.035,0.0,0.088,96.0,50.0,181.0,-137.0,0.044,0.0,0.0,0.013,0.006,1.08,3.855,0.017,0.013,-0.025,0.0,0.0,0,0.096
28,2.8471334999776445,2.813,-0.024,-0.024,-0.025,-0.025,0.0,0.073,0.0,0.079,175.0,-238.0,177.0,65.0,0.063,0.0,0.0,0.037,0.034,1.08,3.667,0.017,0.037,-0.025,0.0,0.0,0,0.175
29,2.861105900024995,2.809,-0.023,-0.024,-0.024,-0.026,0.01,0.089,0.034,-0.01,146.0,0.0,-77.0,225.0,0.069,0.01,0.0,0.031,0.031,0.99,0.229,0.017,0.031,-0.024,0.0,0.0,0,0.146
30,2.875496099994052,2.811,-0.022,-0.024,-0.023,-0.026,0.042,0.032,0.066,-0.018,87.0,227.0,-136.0,210.0,0.07,0.042,0.0,0.031,0.031,0.99,0.748,0.016,0.031,-0.024,0.0,0.0,0,0.087
31,2.8782271000090986,2.815,-0.022,-0.024,-0.023,-0.023,0.04,0.0,0.08,0.079,112.0,195.0,35.0,-142.0,0.076,0.04,0.0,0.049,0.045,0.9,2.189,0.015,0.049,-0.023,0.0,0.0,0,0.112
32,2.892231800011359,2.813,-0.021,-0.024,-0.022,-0.022,0.042,0.015,0.071,0.154,133.0,188.0,75.0,-150.0,0.089,0.042,0.237,0.071,0.072,0.81,1.633,0.014,0.071,-0.022,0.0,0.0,0,0.133
33,2.905521599983331,2.812,-0.02,-0.021,-0.022,-0.021,0.057,0.113,0.071,0.123,115.0,-172.0,-90.0,-76.0,0.094,0.057,0.0,0.09,0.08,0.72,1.956,0.012,0.09,-0.021,0.0,0.0,0,0.115
34,2.9196506000007503,2.813,-0.019,-0.02,-0.021,-0.021,0.089,0.139,0.071,0.033,-148.0,-128.0,67.0,260.0,0.093,0.089,0.237,0.083,0.082,0.63,-1.007,0.011,0.083,-0.02,0.0,0.0,0,-0.148
35,2.9227224999922328,2.814,-0.018,-0.02,-0.021,-0.021,0.074,0.074,0.047,0.015,126.0,128.0,62.0,-51.0,0.072,0.074,0.0,0.053,0.054,0.54,-2.766,0.009,0.053,-0.02,0.0,0.0,0,0.126
36,2.9363981999922544,2.809,-0.017,-0.02,-0.02,-0.02,0.09,-0.014,0.057,0.025,-91.0,178.0,35.0,-78.0,0.064,0.09,0.0,0.039,0.032,0.45,-1.361,0.008,0.039,-0.019,0.0,0.0,0,-0.091
37,2.950584099977277,2.827,-0.017,-0.019,-0.018,-0.02,0.064,0.01,0.095,0.081,105.0,54.0,-58.0,-75.0,0.073,0.064,0.0,0.062,0.058,0.45,2.615,0.007,0.062,-0.019,0.0,0.0,0,0.105
38,2.9541913000284694,2.822,-0.017,-0.018,-0.018,-0.019,0.031,0.058,0.105,0.058,163.0,-65.0,-43.0,111.0,0.076,0.031,0.0,0.063,0.067,0.36,-0.892,0.006,0.063,-0.018,0.0,0.0,0,0.163
39,2.9687242999789305,2.819,-0.016,-0.016,-0.018,-0.019,0.024,0.148,0.02,0.058,46.0,-293.0,326.0,64.0,0.075,0.024,0.237,0.062,0.063,0.36,-0.133,0.005,0.062,-0.017,0.0,0.0,0,0.046
40,2.981983100005891,2.821,-0.015,-0.016,-0.018,-0.018,0.08,0.114,-0.009,0.032,-175.0,-124.0,62.0,99.0,0.067,0.08,0.237,0.053,0.041,0.27,-0.151,0.005,0.053,-0.017,0.0,0.0,0,-0.175
41,2.995758900011424,2.824,-0.015,-0.017,-0.017,-0.017,0.056,-0.008,0.023,0.064,157.0,287.0,106.0,-35.0,0.064,0.056,-0.237,0.035,0.046,0.36,-1.055,0.005,0.035,-0.016,0.0,0.0,0,0.157
42,2.998911200033035,2.824,-0.016,-0.018,-0.015,-0.016,-0.024,-0.074,0.121,0.088,312.0,296.0,-152.0,-88.0,0.062,-0.024,0.0,0.029,0.034,0.27,-1.131,0.004,0.029,-0.016,0.0,0.0,0,0.312
43,3.0126228000153787,2.824,-0.014,-0.018,-0.015,-0.016,0.009,-0.018,0.089,0.041,1.0,88.0,-69.0,203.0,0.066,0.009,0.237,0.03,0.024,0.27,0.746,0.004,0.03,-0.016,0.0,0.0,0,0.001
44,3.0261542000225745,2.825,-0.013,-0.016,-0.016,-0.017,0.05,0.089,0.0,-0.047,66.0,-67.0,285.0,380.0,0.071,0.05,0.0,0.024,0.035,0.27,-0.846,0.004,0.024,-0.015,0.0,0.0,0,0.066
45,3.0399559999932535,2.826,-0.014,-0.014,-0.016,-0.016,0.033,0.138,-0.032,-0.024,242.0,34.0,255.0,119.0,0.079,0.033,-0.237,0.03,0.037,0.27,0.105,0.004,0.03,-0.015,0.0,0.0,0,0.242
46,3.053788600023836,2.824,-0.014,-0.014,-0.014,-0.014,-0.032,0.097,0.072,0.089,297.0,40.0,-207.0,-123.0,0.089,-0.032,0.0,0.055,0.04,0.27,3.74,0.004,0.055,-0.014,0.0,0.0,0,0.297
47,3.0578795000328682,2.824,-0.014,-0.014,-0.013,-0.013,-0.0,0.0,0.098,0.137,232.0,350.0,35.0,-102.0,0.098,-0.0,0.0,0.06,0.067,0.27,0.592,0.004,0.06,-0.014,0.0,0.0,0,0.232
48,3.0724703000159934,2.827,-0.011,-0.013,-0.013,-0.014,0.119,0.032,0.089,0.056,-174.0,180.0,65.0,248.0,0.102,0.119,0.237,0.074,0.075,0.18,0.801,0.003,0.074,-0.013,0.0,0.0,0,-0.174
49,3.088781200000085,2.827,-0.01,-0.011,-0.012,-0.014,0.128,0.088,0.056,-0.017,-99.0,-136.0,-73.0,251.0,0.093,0.128,0.0,0.062,0.05,0.09,-0.282,0.002,0.062,-0.012,0.0,0.0,0,-0.099
50,3.092717799998354,2.826,-0.009,-0.011,-0.011,-0.013,0.089,0.08,0.089,0.054,175.0,77.0,57.0,-168.0,0.096,0.089,0.0,0.077,0.073,0.09,1.714,0.002,0.077,-0.011,0.0,0.0,0,0.175
51,3.1081779000232928,2.825,-0.009,-0.01,-0.011,-0.012,0.033,0.057,0.057,0.104,139.0,94.0,92.0,-61.0,0.088,0.033,0.0,0.062,0.06,0.09,-0.636,0.001,0.062,-0.011,0.0,0.0,0,0.139
52,3.1230978000094183,2.828,-0.009,-0.009,-0.01,-0.012,0.047,0.065,0.047,0.057,93.0,60.0,94.0,194.0,0.081,0.047,0.0,0.054,0.058,0.0,-1.342,-0.0,0.054,-0.01,0.0,0.0,0,0.093
53,3.125934600015171,2.829,-0.007,-0.009,-0.009,-0.011,0.088,0.079,0.08,0.056,-135.0,63.0,61.0,108.0,0.085,0.088,0.237,0.075,0.071,0.0,2.619,-0.0,0.075,-0.009,0.0,0.0,0,-0.135
54,3.1389589000027627,2.827,-0.007,-0.009,-0.009,-0.01,0.098,0.071,0.065,0.075,-49.0,64.0,193.0,-122.0,0.087,0.098,0.0,0.077,0.076,-0.09,-0.408,-0.001,0.077,-0.008,0.0,0.0,0,-0.049
55,3.153822400025092,2.837,-0.007,-0.008,-0.009,-0.009,0.057,0.078,0.057,0.09,159.0,-146.0,117.0,50.0,0.078,0.057,0.0,0.071,0.072,-0.09,-0.623,-0.002,0.071,-0.008,0.0,0.0,0,0.159
56,3.1590906999772415,2.834,-0.007,-0.007,-0.008,-0.009,0.0,0.078,0.024,0.081,81.0,-63.0,152.0,85.0,0.066,0.0,0.237,0.046,0.047,-0.18,-2.187,-0.002,0.046,-0.007,0.0,0.0,0,0.081
57,3.176576300000306,2.832,-0.006,-0.008,-0.007,-0.008,0.047,0.038,0.057,0.067,-114.0,121.0,-133.0,-35.0,0.061,0.047,0.237,0.051,0.041,-0.18,0.212,-0.003,0.051,-0.007,0.0,0.0,0,-0.114
58,3.180175599991344,2.833,-0.005,-0.008,-0.005,-0.009,0.103,0.006,0.097,0.002,-242.0,131.0,-113.0,256.0,0.057,0.103,0.0,0.052,0.051,-0.27,-1.093,-0.004,0.052,-0.007,0.0,0.0,0,-0.242
59,3.1971808000234887,2.832,-0.004,-0.007,-0.005,-0.008,0.065,0.025,0.088,0.025,135.0,100.0,-87.0,-80.0,0.057,0.065,0.0,0.051,0.051,-0.27,-0.106,-0.004,0.051,-0.006,0.0,0.0,0,0.135
60,3.212966500024777,2.834,-0.004,-0.004,-0.006,-0.007,0.009,0.129,0.0,0.065,243.0,-290.0,262.0,-45.0,0.057,0.009,0.0,0.051,0.056,-0.27,-0.737,-0.004,0.051,-0.005,0.0,0.0,0,0.243
61,3.217840099998284,2.833,-0.004,-0.003,-0.006,-0.007,0.009,0.137,-0.033,0.056,116.0,-200.0,200.0,-36.0,0.053,0.009,0.0,0.042,0.041,-0.27,-1.225,-0.005,0.042,-0.005,0.0,0.0,0,0.116
62,3.235617100028321,2.832,-0.003,-0.003,-0.005,-0.006,0.033,0.065,0.024,0.047,71.0,124.0,-88.0,-136.0,0.049,0.033,0.0,0.042,0.035,-0.27,0.542,-0.005,0.042,-0.005,0.0,0.0,0,0.071
63,3.2388271000236273,2.831,-0.001,-0.004,-0.004,-0.006,0.104,-0.01,0.052,0.047,-246.0,160.0,37.0,46.0,0.048,0.104,0.237,0.048,0.043,-0.27,1.346,-0.005,0.048,-0.004,0.0,0.0,0,-0.246
64,3.2534667000290938,2.83,-0.001,-0.003,-0.004,-0.005,0.104,0.014,0.029,0.057,-128.0,113.0,85.0,-1.0,0.053,0.104,0.0,0.051,0.051,-0.27,0.036,-0.005,0.051,-0.003,0.0,0.0,0,-0.128
65,3.2676948999869637,2.831,-0.003,-0.001,-0.004,-0.005,-0.008,0.088,0.001,0.033,338.0,-267.0,-93.0,-40.0,0.033,-0.008,-0.237,0.028,0.024,-0.36,-2.39,-0.006,0.028,-0.003,0.0,0.0,0,0.338
66,3.270393199985847,2.834,-0.003,-0.001,-0.003,-0.005,-0.056,0.088,0.024,0.024,189.0,-156.0,32.0,0.0,0.023,-0.056,0.0,0.02,0.018,-0.36,-0.427,-0.006,0.02,-0.003,0.0,0.0,0,0.189
67,3.2854847999988124,2.832,-0.002,-0.002,-0.002,-0.005,0.01,0.024,0.099,0.024,-204.0,64.0,-262.0,64.0,0.029,0.01,0.237,0.037,0.022,-0.27,2.886,-0.005,0.037,-0.003,0.0,0.0,0,-0.204
68,3.2987477999995463,2.834,0.0,-0.002,-0.002,-0.004,0.097,-0.024,0.067,0.047,-278.0,140.0,-100.0,-180.0,0.026,0.097,0.237,0.045,0.033,-0.36,0.74,-0.006,0.045,-0.002,0.0,0.0,0,-0.278
69,3.3129439000040293,2.833,0.0,-0.001,-0.003,-0.004,0.073,0.01,-0.01,0.047,-137.0,-128.0,87.0,-86.0,0.02,0.073,0.0,0.029,0.023,-0.27,-1.094,-0.006,0.029,-0.002,0.0,0.0,0,-0.137
70,3.3159818000276573,2.839,-0.001,-0.001,-0.004,-0.004,0.002,0.017,-0.049,0.024,219.0,-67.0,124.0,97.0,0.008,0.002,-0.237,0.0,0.012,-0.36,-4.186,-0.006,0.0,-0.002,0.0,0.0,0,0.219
71,3.329645399993751,2.837,-0.001,-0.0,-0.003,-0.004,-0.065,0.018,-0.005,0.024,216.0,51.0,-57.0,-187.0,0.002,-0.065,0.0,-0.008,-0.012,-0.27,-0.125,-0.005,-0.008,-0.002,0.0,0.0,0,0.216
72,3.3436697000288405,2.844,-0.001,-0.001,-0.002,-0.004,-0.041,0.01,0.026,0.0,132.0,0.0,-60.0,49.0,0.003,-0.041,0.0,-0.001,-0.001,-0.27,1.165,-0.005,-0.001,-0.002,0.0,0.0,0,0.132
73,3.3466329000075348,2.845,0.0,-0.001,-0.003,-0.004,0.056,-0.007,-0.016,0.024,-273.0,130.0,268.0,-42.0,0.012,0.056,0.237,0.014,0.018,-0.27,0.885,-0.004,0.014,-0.002,0.0,0.0,0,-0.273
74,3.360052799980622,2.843,0.0,-0.001,-0.004,-0.003,0.066,0.0,-0.057,0.033,-138.0,-42.0,205.0,-192.0,0.01,0.066,0.0,0.01,0.003,-0.27,-0.44,-0.004,0.01,-0.002,0.0,0.0,0,-0.138
75,3.3751496999757364,2.849,0.0,-0.001,-0.003,-0.003,0.034,0.0,-0.05,0.033,38.0,65.0,166.0,-63.0,0.014,0.034,0.0,0.005,0.008,-0.18,0.096,-0.004,0.005,-0.002,0.0,0.0,0,0.038
76,3.3785765999928117,2.848,-0.0,-0.001,-0.003,-0.004,-0.033,0.0,0.031,-0.033,163.0,49.0,-120.0,282.0,0.009,-0.033,0.0,-0.008,-0.0,-0.18,-0.911,-0.003,-0.008,-0.002,0.0,0.0,0,0.163
77,3.3923208999913186,2.845,0.0,-0.001,-0.001,-0.004,-0.009,0.0,0.081,-0.057,87.0,69.0,-114.0,181.0,0.014,-0.009,0.0,0.004,0.007,-0.18,0.89,-0.003,0.004,-0.002,0.0,0.0,0,0.087
78,3.406612800026778,2.844,0.001,-0.001,-0.001,-0.003,0.057,0.0,0.081,-0.0,-68.0,106.0,-115.0,-72.0,0.026,0.057,0.0,0.034,0.031,-0.18,2.674,-0.003,0.034,-0.001,0.0,0.0,0,-0.068
79,3.4211135000223294,2.842,0.0,-0.001,-0.002,-0.002,0.047,0.0,0.0,0.091,-51.0,103.0,221.0,-139.0,0.033,0.047,0.0,0.035,0.042,-0.18,0.111,-0.003,0.035,-0.001,0.0,0.0,0,-0.051
80,3.4248449000297114,2.844,0.0,0.0,-0.003,-0.002,0.014,0.032,-0.063,0.067,0.0,-64.0,186.0,40.0,0.017,0.014,0.0,0.013,0.015,-0.18,-1.901,-0.003,0.013,-0.001,0.0,0.0,0,0.0
81,3.4404437000048347,2.843,0.0,0.0,-0.002,-0.003,-0.024,0.032,-0.007,-0.009,87.0,-81.0,-241.0,177.0,0.006,-0.024,0.0,-0.003,-0.01,-0.18,-1.061,-0.003,-0.003,-0.001,0.0,0.0,0,0.087
82,3.4555937999975868,2.843,0.0,0.0,-0.0,-0.002,-0.024,0.024,0.113,-0.009,126.0,32.0,-442.0,96.0,0.011,-0.024,0.0,0.025,0.015,-0.18,3.304,-0.003,0.025,-0.001,0.0,0.0,0,0.126
83,3.45834220002871,2.847,0.001,-0.0,0.0,-0.001,0.008,-0.008,0.112,0.031,-124.0,86.0,-164.0,-101.0,0.013,0.008,0.237,0.035,0.03,-0.18,1.121,-0.003,0.035,-0.0,0.0,0.0,0,-0.124
84,3.471721499983687,2.846,0.002,-0.0,-0.0,-0.001,0.074,-0.008,0.055,0.055,-130.0,94.0,131.0,-93.0,0.02,0.074,0.0,0.045,0.054,-0.18,0.147,-0.003,0.045,0.0,0.0,0.0,0,-0.13
85,3.485326200025156,2.848,0.001,0.001,-0.002,-0.002,0.035,0.04,-0.079,0.008,100.0,-164.0,328.0,34.0,0.001,0.035,-0.237,0.002,0.012,-0.18,-4.031,-0.003,0.002,-0.0,0.0,0.0,0,0.1
86,3.499843800032977,2.846,0.0,0.001,-0.002,-0.002,-0.041,0.049,-0.079,-0.016,77.0,-162.0,154.0,-33.0,-0.014,-0.041,0.0,-0.022,-0.025,-0.18,-1.868,-0.003,-0.022,-0.0,0.0,0.0,0,0.077
87,3.505493699980434,2.851,0.0,0.001,-0.0,-0.001,-0.057,0.01,-0.008,0.032,101.0,87.0,-173.0,-176.0,-0.011,-0.057,0.0,-0.007,-0.015,-0.18,2.037,-0.003,-0.007,-0.0,0.0,0.0,0,0.101
88,3.5241553999949247,2.849,0.001,-0.001,0.001,-0.001,0.0,-0.091,0.097,0.032,-187.0,388.0,-332.0,-85.0,-0.003,0.0,0.237,0.009,0.004,-0.18,1.518,-0.003,0.009,-0.0,0.0,0.0,0,-0.187
89,3.5288221000228077,2.847,0.002,-0.002,0.001,-0.002,0.081,-0.124,0.081,-0.01,-193.0,279.0,-114.0,85.0,-0.001,0.081,0.0,0.008,0.013,-0.18,-0.844,-0.003,0.008,-0.0,0.0,0.0,0,-0.193
90,3.5322884999914095,2.847,0.003,-0.001,0.0,-0.002,0.09,-0.033,-0.009,-0.033,-218.0,-86.0,159.0,87.0,-0.004,0.09,0.0,0.003,0.003,-0.18,-0.67,-0.003,0.003,-0.0,0.0,0.0,0,-0.218
91,3.5453395000076853,2.845,0.001,0.001,-0.001,-0.002,-0.024,0.114,-0.09,-0.024,297.0,-391.0,193.0,59.0,-0.006,-0.024,-0.237,-0.005,-0.001,-0.18,-1.565,-0.003,-0.005,-0.0,0.0,0.0,0,0.297
92,3.559088599984534,2.846,0.0,0.001,-0.001,-0.001,-0.098,0.084,-0.057,0.032,227.0,102.0,0.0,-93.0,-0.002,-0.098,0.0,-0.009,-0.002,-0.09,0.117,-0.002,-0.009,-0.0,0.0,0.0,0,0.227
93,3.573135300015565,2.851,0.0,0.001,0.0,-0.001,-0.064,0.017,0.031,0.04,-36.0,125.0,-226.0,-79.0,0.007,-0.064,0.237,0.005,-0.005,-0.09,1.936,-0.002,0.005,-0.0,0.0,0.0,0,-0.036
94,3.5762351999874227,2.85,0.0,0.001,0.0,-0.002,-0.0,-0.038,0.078,-0.002,-75.0,229.0,-148.0,231.0,0.016,-0.0,0.0,0.011,0.02,-0.09,0.186,-0.001,0.011,0.0,0.0,0.0,0,-0.075
95,3.5893356000306085,2.848,0.0,0.001,0.0,-0.003,0.024,-0.014,0.047,-0.052,-47.0,88.0,-58.0,199.0,0.012,0.024,0.0,0.001,0.004,0.0,-0.234,-0.001,0.001,0.0,0.0,0.0,0,-0.047
96,3.6036332999938168,2.85,0.0,0.001,-0.001,-0.002,0.0,0.0,-0.079,-0.011,42.0,42.0,318.0,-115.0,0.007,0.0,0.0,-0.023,-0.025,0.0,-1.316,-0.0,-0.023,-0.0,0.0,0.0,0,0.042
97,3.620222900004592,2.848,0.001,0.001,-0.002,-0.0,0.024,0.0,-0.089,0.089,42.0,90.0,268.0,-150.0,0.017,0.024,0.0,0.006,0.009,0.0,2.976,-0.0,0.006,-0.0,0.0,0.0,0,0.042
98,3.6232819000142626,2.846,0.001,0.002,-0.0,-0.0,0.047,0.024,-0.0,0.081,-35.0,-106.0,-175.0,-104.0,0.03,0.047,0.0,0.036,0.023,0.0,3.582,-0.0,0.036,0.0,0.0,0.0,0,-0.035
99,3.63728500000434,2.846,0.002,0.002,0.001,-0.001,0.08,0.024,0.1,0.0,-208.0,83.0,-126.0,246.0,0.044,0.08,0.237,0.051,0.052,0.0,1.08,-0.0,0.051,0.001,0.0,0.0,0,-0.208
100,3.651486599992495,2.845,0.002,0.002,0.001,-0.002,0.009,0.024,0.066,-0.065,165.0,-41.0,52.0,194.0,0.025,0.009,0.0,0.009,0.017,0.0,-3.367,-0.0,0.009,0.001,0.0,0.0,0,0.165
101,3.6545756999985315,2.844,0.001,0.002,0.0,-0.002,-0.033,0.0,0.014,-0.018,122.0,56.0,-1.0,-87.0,0.012,-0.033,0.0,-0.011,-0.019,0.0,-0.778,-0.0,-0.011,0.0,0.0,0.0,0,0.122
102,3.667763700010255,2.842,0.001,0.002,0.0,-0.001,-0.01,0.0,-0.01,0.034,-199.0,78.0,98.0,-169.0,0.013,-0.01,0.237,0.001,-0.015,0.0,2.522,-0.0,0.001,0.0,0.0,0.0,0,-0.199
103,3.68111730000237,2.843,0.001,0.002,0.0,-0.002,0.024,0.024,0.0,0.01,-143.0,35.0,83.0,60.0,0.018,0.024,0.0,0.014,0.009,0.0,1.439,-0.0,0.014,0.001,0.0,0.0,0,-0.143
104,3.694886100012809,2.844,0.001,0.002,0.001,-0.002,0.024,-0.0,0.008,-0.032,-39.0,187.0,51.0,131.0,0.017,0.024,0.0,0.001,0.007,0.09,-0.287,0.001,0.001,0.001,0.0,0.0,0,-0.039
105,3.7115155999781564,2.845,0.001,0.002,0.001,-0.002,-0.024,-0.024,0.008,0.015,120.0,239.0,56.0,-136.0,0.018,-0.024,0.0,-0.006,-0.005,0.09,0.021,0.001,-0.006,0.001,0.0,0.0,0,0.12
