frame_idx,t_sec,dt_cumavg_ms,motor_encoders_FL,motor_encoders_FR,motor_encoders_BL,motor_encoders_BR,motor_speeds_FL,motor_speeds_FR,motor_speeds_BL,motor_speeds_BR,pid_outputs_FL,pid_outputs_FR,pid_outputs_BL,pid_outputs_BR,desired_speed,actual_speed_fl,raw_v1_fl,estimated_velocity,kalman_v_pred,pendulum_angle_deg,lqr_force,kalman_theta_rad,kalman_v,kalman_x,x_ref,theta_ref_deg,sprint_active,pwm
106,3.7154480000026524,2.844,0.001,0.002,0.001,-0.0,-0.024,-0.0,0.0,0.08,154.0,-71.0,106.0,-115.0,0.027,-0.024,0.0,0.014,0.01,0.09,2.404,0.001,0.014,0.001,0.0,0.0,0,0.154
107,3.7321960999979638,2.843,0.002,0.002,0.001,-0.0,0.01,0.024,0.0,0.057,95.0,66.0,114.0,116.0,0.036,0.01,0.0,0.023,0.031,0.09,0.75,0.001,0.023,0.001,0.0,0.0,0,0.095
108,3.736472800024785,2.843,0.003,0.002,0.001,-0.001,0.075,0.024,0.009,0.0,-85.0,77.0,107.0,240.0,0.044,0.075,0.0,0.028,0.034,0.09,-0.226,0.001,0.028,0.002,0.0,0.0,0,-0.085
109,3.751082699978724,2.843,0.003,0.002,0.002,-0.0,0.065,0.0,0.018,0.0,-72.0,119.0,83.0,117.0,0.04,0.065,0.0,0.021,0.02,0.09,0.044,0.001,0.021,0.002,0.0,0.0,0,-0.072
110,3.7544172999914736,2.846,0.003,0.003,0.002,0.001,0.024,0.008,0.033,0.039,172.0,115.0,-68.0,-129.0,0.043,0.024,0.0,0.025,0.021,0.09,1.044,0.001,0.025,0.002,0.0,0.0,0,0.172
111,3.768635299988091,2.846,0.003,0.004,0.002,0.001,0.0,0.04,0.024,0.087,129.0,50.0,128.0,-105.0,0.044,0.0,0.0,0.038,0.04,0.0,0.477,0.0,0.038,0.003,0.0,0.0,0,0.129
112,3.7837793999933638,2.845,0.004,0.004,0.002,0.001,0.047,0.042,0.024,0.047,33.0,84.0,82.0,109.0,0.046,0.047,0.0,0.041,0.046,0.0,-0.155,-0.0,0.041,0.003,0.0,0.0,0,0.033
113,3.787190200004261,2.849,0.006,0.004,0.003,0.0,0.087,0.033,0.031,-0.008,-106.0,104.0,64.0,258.0,0.047,0.087,0.0,0.037,0.045,0.0,-0.735,-0.0,0.037,0.004,0.0,0.0,0,-0.106
114,3.8017783000250347,2.847,0.005,0.004,0.004,0.001,0.063,0.0,0.065,-0.008,100.0,158.0,-81.0,122.0,0.04,0.063,-0.237,0.031,0.037,-0.09,-1.633,-0.001,0.031,0.004,0.0,0.0,0,0.1
115,3.815812900022138,2.848,0.004,0.006,0.004,0.003,-0.032,0.056,0.057,0.064,259.0,-172.0,42.0,-230.0,0.038,-0.032,0.0,0.035,0.028,-0.09,0.585,-0.002,0.035,0.004,0.0,0.0,0,0.259
116,3.8297423999756575,2.847,0.005,0.007,0.003,0.004,-0.047,0.089,-0.033,0.106,198.0,-250.0,289.0,-170.0,0.034,-0.047,0.0,0.029,0.028,-0.09,-0.388,-0.002,0.029,0.005,0.0,0.0,0,0.198
117,3.8329050000174902,2.852,0.006,0.007,0.004,0.004,0.016,0.08,-0.009,0.066,-32.0,-76.0,121.0,51.0,0.031,0.016,0.0,0.039,0.042,-0.18,0.167,-0.003,0.039,0.005,0.0,0.0,0,-0.032
118,3.847574400017038,2.851,0.008,0.006,0.006,0.002,0.12,-0.009,0.09,-0.042,-285.0,152.0,-314.0,261.0,0.025,0.12,0.237,0.039,0.035,-0.18,-0.197,-0.003,0.039,0.005,0.0,0.0,0,-0.285
119,3.862024499976542,2.85,0.008,0.005,0.007,0.003,0.099,-0.066,0.147,-0.018,47.0,225.0,-261.0,-51.0,0.028,0.099,-0.237,0.041,0.043,-0.18,-0.568,-0.003,0.041,0.006,0.0,0.0,0,0.047
120,3.865321799996309,2.849,0.008,0.005,0.007,0.004,0.01,-0.057,0.081,0.033,140.0,158.0,-61.0,-85.0,0.012,0.01,0.0,0.018,0.025,-0.27,-3.13,-0.004,0.018,0.006,0.0,0.0,0,0.14
121,3.8784878000151366,2.847,0.008,0.006,0.007,0.004,-0.024,0.057,-0.024,0.057,92.0,-245.0,210.0,-129.0,0.006,-0.024,0.0,0.017,0.015,-0.27,-0.546,-0.004,0.017,0.006,0.0,0.0,0,0.092
122,3.893776600016281,2.847,0.009,0.009,0.006,0.004,0.08,0.133,-0.033,0.024,-368.0,-353.0,155.0,40.0,0.016,0.08,0.237,0.049,0.035,-0.27,3.148,-0.005,0.049,0.007,0.0,0.0,0,-0.368
123,3.8973257999750786,2.845,0.009,0.009,0.007,0.004,0.08,0.085,0.014,0.0,-152.0,-42.0,-137.0,67.0,0.017,0.08,0.0,0.045,0.045,-0.27,-0.572,-0.005,0.045,0.007,0.0,0.0,0,-0.152
124,3.9112465999787673,2.844,0.008,0.007,0.009,0.004,-0.033,-0.071,0.091,0.01,314.0,390.0,-230.0,-70.0,0.004,-0.033,-0.237,0.002,0.021,-0.27,-5.525,-0.005,0.002,0.007,0.0,0.0,0,0.314
125,3.925411099975463,2.845,0.008,0.006,0.009,0.005,-0.066,-0.121,0.067,0.042,139.0,134.0,-68.0,-136.0,-0.009,-0.066,0.0,-0.02,-0.022,-0.27,-1.673,-0.005,-0.02,0.007,0.0,0.0,0,0.139
126,3.9284053000155836,2.848,0.008,0.007,0.008,0.005,-0.048,-0.056,0.0,0.024,71.0,89.0,120.0,-37.0,-0.006,-0.048,0.0,-0.02,-0.017,-0.27,-0.415,-0.004,-0.02,0.007,0.0,0.0,0,0.071
127,3.9418945999932475,2.846,0.009,0.009,0.007,0.004,0.031,0.123,-0.081,0.006,-88.0,-430.0,237.0,103.0,0.006,0.031,0.0,0.019,0.013,-0.18,4.23,-0.004,0.019,0.007,0.0,0.0,0,-0.088
128,3.955835400032811,2.846,0.01,0.009,0.006,0.004,0.065,0.1,-0.09,-0.01,-88.0,-38.0,243.0,41.0,0.013,0.065,0.0,0.017,0.026,-0.18,-0.084,-0.003,0.017,0.007,0.0,0.0,0,-0.088
129,3.9700902000186034,2.845,0.009,0.009,0.007,0.005,0.018,0.009,0.001,0.024,262.0,162.0,-237.0,-48.0,0.014,0.018,-0.237,0.014,0.019,-0.18,-0.579,-0.003,0.014,0.008,0.0,0.0,0,0.262
130,3.9731999000068754,2.845,0.009,0.008,0.009,0.006,-0.024,-0.056,0.074,0.056,113.0,178.0,-141.0,-107.0,0.014,-0.024,0.0,0.013,0.012,-0.18,-0.05,-0.003,0.013,0.008,0.0,0.0,0,0.113
131,3.9863248000037856,2.844,0.01,0.009,0.008,0.005,-0.014,0.001,0.041,0.032,97.0,67.0,-72.0,-57.0,0.015,-0.014,0.0,0.015,0.015,-0.18,0.325,-0.003,0.015,0.008,0.0,0.0,0,0.097
132,3.9999674999853596,2.845,0.01,0.009,0.007,0.004,0.042,0.042,-0.032,-0.04,-212.0,-92.0,112.0,245.0,0.01,0.042,0.0,0.003,0.002,-0.18,-1.273,-0.003,0.003,0.008,0.0,0.0,0,-0.212
133,4.014130700030364,2.845,0.01,0.009,0.007,0.005,0.023,0.008,-0.017,-0.016,-62.0,-32.0,-218.0,73.0,0.002,0.023,0.0,-0.002,-0.014,-0.18,0.251,-0.003,-0.002,0.008,0.0,0.0,0,-0.062
134,4.017223000002559,2.844,0.009,0.008,0.009,0.006,-0.066,-0.081,0.048,0.067,284.0,314.0,-241.0,-163.0,-0.0,-0.066,-0.237,-0.007,-0.003,-0.18,-0.575,-0.003,-0.007,0.008,0.0,0.0,0,0.284
135,4.032866000023205,2.843,0.009,0.007,0.009,0.006,-0.057,-0.114,0.09,0.043,148.0,263.0,-207.0,62.0,0.0,-0.057,0.0,-0.009,-0.004,-0.18,-0.692,-0.003,-0.009,0.008,0.0,0.0,0,0.148
136,4.047990799997933,2.844,0.01,0.008,0.009,0.005,0.032,-0.009,0.009,-0.017,-190.0,-224.0,268.0,81.0,0.003,0.032,0.0,0.003,-0.002,-0.18,1.104,-0.003,0.003,0.008,0.0,0.0,0,-0.19
137,4.051332500006538,2.843,0.011,0.009,0.007,0.005,0.097,0.113,-0.065,-0.026,-180.0,-327.0,203.0,-56.0,0.01,0.097,0.0,0.029,0.02,-0.18,2.567,-0.003,0.029,0.008,0.0,0.0,0,-0.18
138,4.064959799987264,2.843,0.011,0.01,0.007,0.005,0.056,0.099,-0.065,0.038,76.0,-67.0,200.0,-187.0,0.015,0.056,0.0,0.033,0.039,-0.09,0.38,-0.003,0.033,0.008,0.0,0.0,0,0.076
139,4.079194499994628,2.843,0.01,0.008,0.009,0.005,-0.018,-0.031,0.032,0.032,175.0,322.0,-220.0,-105.0,0.002,-0.018,0.0,0.005,0.014,-0.18,-3.175,-0.003,0.005,0.008,0.0,0.0,0,0.175
140,4.094780299987178,2.843,0.011,0.006,0.009,0.005,0.024,-0.129,0.073,-0.024,-87.0,399.0,-185.0,185.0,-0.004,0.024,0.0,-0.013,-0.003,-0.09,-1.303,-0.003,-0.013,0.008,0.0,0.0,0,-0.087
141,4.099113099975511,2.844,0.011,0.007,0.009,0.005,0.032,-0.08,0.065,-0.032,-86.0,83.0,-152.0,101.0,-0.002,0.032,0.0,-0.005,-0.01,-0.18,0.706,-0.003,-0.005,0.008,0.0,0.0,0,-0.086
142,4.1134155000327155,2.843,0.011,0.009,0.008,0.005,-0.024,0.099,-0.057,0.024,226.0,-429.0,293.0,-167.0,0.006,-0.024,0.0,0.01,0.005,-0.09,1.941,-0.002,0.01,0.008,0.0,0.0,0,0.226
143,4.129919600032736,2.842,0.01,0.01,0.007,0.006,-0.057,0.133,-0.09,0.057,178.0,-260.0,245.0,-112.0,0.011,-0.057,0.0,0.011,0.011,-0.09,0.639,-0.002,0.011,0.008,0.0,0.0,0,0.178
144,4.134333900001366,2.842,0.009,0.01,0.009,0.006,-0.043,0.043,-0.001,0.043,32.0,98.0,-230.0,95.0,0.013,-0.043,0.0,0.01,0.005,-0.09,0.197,-0.002,0.01,0.009,0.0,0.0,0,0.032
145,4.151788500021212,2.841,0.01,0.009,0.01,0.005,0.024,-0.057,0.114,-0.048,-284.0,175.0,-345.0,270.0,0.009,0.024,0.237,0.007,-0.005,-0.09,0.526,-0.002,0.007,0.009,0.0,0.0,0,-0.284
146,4.156347299984191,2.841,0.011,0.01,0.01,0.005,0.057,-0.024,0.081,-0.081,-114.0,-69.0,-44.0,218.0,0.01,0.057,0.0,0.008,0.009,-0.09,0.152,-0.002,0.008,0.009,0.0,0.0,0,-0.114
147,4.172253000026103,2.84,0.01,0.01,0.009,0.006,0.014,0.019,0.0,-0.014,149.0,-37.0,175.0,-93.0,0.013,0.014,-0.237,0.005,0.011,-0.09,-0.819,-0.002,0.005,0.009,0.0,0.0,0,0.149
148,4.175542999990284,2.839,0.009,0.011,0.009,0.007,-0.043,0.043,-0.033,0.076,277.0,-71.0,138.0,-140.0,0.018,-0.043,0.0,0.012,0.018,-0.09,-0.24,-0.002,0.012,0.009,0.0,0.0,0,0.277
149,4.190678699989803,2.839,0.01,0.011,0.009,0.007,-0.009,0.009,0.014,0.052,101.0,64.0,-126.0,94.0,0.02,-0.009,0.0,0.016,0.016,-0.09,0.689,-0.002,0.016,0.009,0.0,0.0,0,0.101
150,4.206293900031596,2.839,0.012,0.011,0.01,0.006,0.112,0.0,0.04,-0.062,-314.0,88.0,-54.0,445.0,0.026,0.112,0.237,0.023,0.03,-0.18,-0.515,-0.002,0.023,0.01,0.0,0.0,0,-0.314
151,4.210828599985689,2.839,0.013,0.011,0.01,0.006,0.121,0.009,0.04,-0.08,-227.0,57.0,-67.0,232.0,0.021,0.121,0.0,0.022,0.021,-0.18,-1.008,-0.003,0.022,0.01,0.0,0.0,0,-0.227
152,4.227414700028021,2.838,0.012,0.011,0.009,0.007,0.023,0.009,-0.033,0.001,107.0,-40.0,101.0,-144.0,0.006,0.023,0.0,-0.0,-0.002,-0.18,-2.19,-0.003,-0.0,0.01,0.0,0.0,0,0.107
153,4.230984100024216,2.838,0.011,0.012,0.01,0.008,-0.051,0.024,-0.01,0.075,154.0,-52.0,72.0,-157.0,0.005,-0.051,0.0,0.01,0.01,-0.18,1.052,-0.003,0.01,0.01,0.0,0.0,0,0.154
154,4.244266499998048,2.837,0.011,0.011,0.011,0.008,-0.018,0.014,0.057,0.065,108.0,46.0,-220.0,-119.0,0.011,-0.018,0.0,0.029,0.025,-0.18,2.072,-0.003,0.029,0.01,0.0,0.0,0,0.108
155,4.261321600002702,2.838,0.013,0.011,0.012,0.007,0.079,-0.018,0.089,-0.032,-292.0,201.0,-194.0,107.0,0.008,0.079,0.237,0.029,0.028,-0.27,-1.314,-0.004,0.029,0.011,0.0,0.0,0,-0.292
156,4.265406200021971,2.837,0.014,0.011,0.011,0.007,0.113,-0.008,-0.001,-0.042,-270.0,35.0,254.0,-80.0,-0.005,0.113,0.0,0.016,0.02,-0.27,-1.644,-0.004,0.016,0.011,0.0,0.0,0,-0.27
157,4.28224049997516,2.837,0.013,0.012,0.01,0.007,0.057,0.033,-0.051,-0.01,-172.0,-120.0,103.0,-157.0,-0.016,0.057,0.0,0.006,-0.001,-0.27,-0.359,-0.005,0.006,0.011,0.0,0.0,0,-0.172
158,4.297510400007013,2.838,0.011,0.012,0.01,0.007,-0.111,0.033,-0.018,0.024,445.0,-135.0,-155.0,-120.0,-0.02,-0.111,-0.237,-0.017,-0.013,-0.18,-1.379,-0.004,-0.017,0.01,0.0,0.0,0,0.445
159,4.3009609000291675,2.838,0.011,0.01,0.011,0.006,-0.087,-0.041,0.047,-0.009,44.0,192.0,-165.0,-53.0,-0.023,-0.087,0.237,-0.022,-0.022,-0.18,-0.064,-0.003,-0.022,0.01,0.0,0.0,0,0.044
160,4.314645499980543,2.837,0.012,0.008,0.01,0.006,-0.0,-0.132,0.024,-0.032,-207.0,355.0,-137.0,34.0,-0.03,-0.0,0.0,-0.035,-0.037,-0.18,-0.982,-0.003,-0.035,0.009,0.0,0.0,0,-0.207
161,4.329386500001419,2.837,0.012,0.008,0.009,0.006,0.057,-0.114,-0.091,-0.024,-73.0,214.0,400.0,0.0,-0.025,0.057,-0.237,-0.041,-0.024,-0.09,-0.569,-0.002,-0.041,0.009,0.0,0.0,0,-0.073
162,4.3325066000106744,2.837,0.011,0.009,0.008,0.006,-0.023,0.032,-0.114,0.0,304.0,-334.0,370.0,-156.0,-0.015,-0.023,-0.237,-0.026,-0.023,0.0,2.509,-0.001,-0.026,0.009,0.0,0.0,0,0.304
163,4.346611900022253,2.836,0.01,0.011,0.008,0.006,-0.09,0.099,-0.047,0.0,229.0,-204.0,-32.0,50.0,-0.0,-0.09,0.0,-0.01,-0.013,0.09,2.373,0.0,-0.01,0.009,0.0,0.0,0,0.229
164,4.360618399980012,2.836,0.009,0.009,0.008,0.005,-0.097,0.035,-0.024,-0.024,222.0,78.0,75.0,73.0,-0.003,-0.097,0.0,-0.027,-0.021,0.09,-0.64,0.001,-0.027,0.008,0.0,0.0,0,0.222
165,4.375128599989694,2.836,0.009,0.007,0.009,0.005,-0.017,-0.146,0.024,-0.024,-124.0,551.0,-86.0,66.0,-0.008,-0.017,0.0,-0.04,-0.035,0.18,-0.01,0.002,-0.04,0.008,0.0,0.0,0,-0.124
166,4.378086199983954,2.836,0.011,0.006,0.009,0.005,0.066,-0.179,0.024,-0.015,-131.0,422.0,-47.0,-90.0,0.004,0.066,0.0,-0.027,-0.03,0.18,2.236,0.003,-0.027,0.007,0.0,0.0,0,-0.131
167,4.392731000029016,2.835,0.01,0.007,0.008,0.005,0.042,-0.042,-0.009,-0.015,-59.0,-122.0,104.0,113.0,0.017,0.042,0.0,-0.007,-0.015,0.18,2.388,0.003,-0.007,0.007,0.0,0.0,0,-0.059
168,4.408513700007461,2.836,0.009,0.009,0.007,0.005,-0.032,0.111,-0.041,-0.024,267.0,-309.0,169.0,133.0,0.021,-0.032,-0.237,0.004,0.005,0.18,1.229,0.003,0.004,0.008,0.0,0.0,0,0.267
169,4.412682600028347,2.835,0.009,0.009,0.009,0.005,-0.065,0.12,0.039,0.0,252.0,-56.0,-134.0,121.0,0.033,-0.065,0.0,0.024,0.027,0.27,2.783,0.003,0.024,0.008,0.0,0.0,0,0.252
170,4.42824560002191,2.835,0.01,0.009,0.009,0.006,0.014,0.024,0.08,0.009,-80.0,198.0,-95.0,106.0,0.044,0.014,0.237,0.032,0.033,0.18,0.087,0.003,0.032,0.008,0.0,0.0,0,-0.08
171,4.443757999979425,2.835,0.011,0.008,0.008,0.006,0.088,-0.042,0.024,0.009,-125.0,197.0,298.0,91.0,0.04,0.088,0.0,0.022,0.032,0.18,-1.162,0.003,0.022,0.008,0.0,0.0,0,-0.125
172,4.446821700024884,2.834,0.011,0.009,0.008,0.006,0.065,0.015,-0.042,0.024,87.0,-105.0,184.0,-127.0,0.032,0.065,0.0,0.014,0.008,0.09,-0.419,0.002,0.014,0.008,0.0,0.0,0,0.087
173,4.461442700005136,2.834,0.011,0.01,0.008,0.006,0.0,0.09,-0.01,0.024,234.0,-121.0,137.0,68.0,0.038,0.0,0.0,0.027,0.033,0.09,0.36,0.002,0.027,0.009,0.0,0.0,0,0.234
174,4.464258300024085,2.836,0.011,0.01,0.009,0.007,0.016,0.075,0.079,0.032,114.0,118.0,-240.0,83.0,0.046,0.016,0.0,0.05,0.049,0.09,2.578,0.001,0.05,0.009,0.0,0.0,0,0.114
175,4.479465399985202,2.835,0.013,0.009,0.01,0.007,0.073,-0.049,0.098,0.017,-203.0,436.0,-134.0,85.0,0.046,0.073,0.237,0.035,0.04,0.09,-1.716,0.001,0.035,0.01,0.0,0.0,0,-0.203
176,4.497384599992074,2.836,0.013,0.008,0.01,0.008,0.089,-0.113,0.066,0.033,-181.0,364.0,-57.0,69.0,0.034,0.089,0.0,0.019,0.019,0.0,-1.813,0.0,0.019,0.01,0.0,0.0,0,-0.181
177,4.501678499975242,2.835,0.012,0.009,0.009,0.008,-0.001,-0.023,-0.033,0.024,175.0,-72.0,240.0,-51.0,0.018,-0.001,0.0,-0.008,-0.004,-0.09,-3.129,-0.0,-0.008,0.01,0.0,0.0,0,0.175
178,4.519951900001615,2.835,0.012,0.012,0.01,0.008,-0.042,0.156,-0.009,0.024,194.0,-494.0,129.0,62.0,0.026,-0.042,0.0,0.031,0.021,-0.09,3.009,-0.001,0.031,0.01,0.0,0.0,0,0.194
179,4.524884300015401,2.834,0.012,0.013,0.01,0.008,-0.033,0.141,0.024,0.024,168.0,-118.0,55.0,55.0,0.031,-0.033,0.0,0.04,0.046,-0.09,0.309,-0.001,0.04,0.011,0.0,0.0,0,0.168
180,4.5419980000006035,2.834,0.014,0.012,0.011,0.009,0.08,0.01,0.056,0.057,-219.0,339.0,-53.0,-54.0,0.039,0.08,0.237,0.052,0.059,-0.09,0.227,-0.002,0.052,0.011,0.0,0.0,0,-0.219
181,4.546840000024531,2.834,0.015,0.01,0.011,0.009,0.123,-0.123,0.009,0.042,-248.0,425.0,157.0,91.0,0.023,0.123,0.0,0.015,0.027,-0.18,-4.367,-0.002,0.015,0.012,0.0,0.0,0,-0.248
182,4.563014100014698,2.833,0.015,0.01,0.012,0.009,0.066,-0.09,0.033,-0.014,152.0,234.0,-76.0,78.0,0.013,0.066,-0.237,0.0,0.009,-0.18,-2.31,-0.003,0.0,0.012,0.0,0.0,0,0.152
183,4.566855099983513,2.834,0.013,0.013,0.014,0.009,-0.055,0.095,0.081,-0.024,198.0,-393.0,-133.0,-41.0,0.017,-0.055,0.0,0.022,0.007,-0.18,2.715,-0.003,0.022,0.012,0.0,0.0,0,0.198
184,4.583271600014996,2.834,0.014,0.015,0.014,0.01,-0.055,0.161,0.072,0.033,224.0,-264.0,-90.0,-129.0,0.03,-0.055,0.0,0.052,0.05,-0.18,2.562,-0.003,0.052,0.013,0.0,0.0,0,0.224
185,4.6031308000092395,2.833,0.015,0.014,0.013,0.01,0.033,0.066,0.0,0.08,-153.0,198.0,89.0,-130.0,0.028,0.033,0.0,0.045,0.05,-0.18,-0.772,-0.003,0.045,0.013,0.0,0.0,0,-0.153
186,4.6088361000292934,2.833,0.017,0.012,0.013,0.011,0.147,-0.09,-0.033,0.057,-431.0,462.0,107.0,-132.0,0.011,0.147,0.237,0.02,0.022,-0.27,-3.066,-0.004,0.02,0.013,0.0,0.0,0,-0.431
187,4.611986699979752,2.833,0.017,0.012,0.014,0.011,0.09,-0.099,0.047,0.033,-81.0,244.0,-348.0,-85.0,0.001,0.09,-0.237,0.017,0.01,-0.27,0.069,-0.005,0.017,0.013,0.0,0.0,0,-0.081
188,4.627812399994582,2.833,0.015,0.014,0.016,0.011,-0.033,0.033,0.113,0.009,353.0,-304.0,-351.0,34.0,0.003,-0.033,-0.237,0.03,0.026,-0.27,1.32,-0.005,0.03,0.014,0.0,0.0,0,0.353
189,4.645927399978973,2.832,0.015,0.017,0.015,0.012,-0.08,0.165,0.094,0.018,224.0,-438.0,-184.0,-1.0,0.01,-0.08,0.0,0.049,0.045,-0.36,1.33,-0.005,0.049,0.014,0.0,0.0,0,0.224
190,4.649414599989541,2.832,0.016,0.017,0.014,0.011,-0.0,0.123,-0.019,0.0,-170.0,-176.0,162.0,-52.0,-0.005,-0.0,0.0,0.027,0.03,-0.36,-3.175,-0.006,0.027,0.015,0.0,0.0,0,-0.17
191,4.666488600021694,2.832,0.016,0.015,0.014,0.011,0.033,-0.018,-0.042,-0.009,-159.0,123.0,49.0,-75.0,-0.023,0.033,0.0,-0.009,-0.007,-0.36,-3.856,-0.006,-0.009,0.014,0.0,0.0,0,-0.159
192,4.669827200006694,2.832,0.016,0.013,0.014,0.011,0.009,-0.117,-0.009,-0.024,39.0,177.0,-103.0,105.0,-0.042,0.009,0.0,-0.034,-0.027,-0.36,-2.394,-0.006,-0.034,0.014,0.0,0.0,0,0.039
193,4.683448099996895,2.831,0.016,0.013,0.014,0.011,0.0,-0.076,0.024,-0.024,-96.0,-57.0,-144.0,-48.0,-0.04,0.0,0.0,-0.02,-0.025,-0.36,1.062,-0.006,-0.02,0.013,0.0,0.0,0,-0.096
194,4.697841899993364,2.831,0.016,0.013,0.013,0.011,-0.008,0.0,-0.024,-0.015,-60.0,-190.0,147.0,-45.0,-0.03,-0.008,0.0,-0.012,-0.011,-0.27,1.145,-0.005,-0.012,0.013,0.0,0.0,0,-0.06
195,4.7023885999806225,2.831,0.015,0.012,0.013,0.011,-0.041,-0.009,-0.057,-0.015,0.0,-88.0,60.0,-81.0,-0.04,-0.041,0.0,-0.031,-0.033,-0.27,-1.337,-0.004,-0.031,0.013,0.0,0.0,0,0.0
196,4.719586400024127,2.831,0.014,0.012,0.013,0.009,-0.057,-0.019,-0.033,-0.08,58.0,-73.0,-167.0,224.0,-0.044,-0.057,0.0,-0.047,-0.048,-0.18,-0.392,-0.003,-0.047,0.012,0.0,0.0,0,0.058
197,4.722860199981369,2.83,0.014,0.011,0.013,0.009,-0.047,-0.019,0.0,-0.066,64.0,-47.0,-90.0,-74.0,-0.041,-0.047,0.0,-0.034,-0.038,-0.09,2.404,-0.003,-0.034,0.012,0.0,0.0,0,0.064
198,4.737738099996932,2.83,0.014,0.01,0.013,0.01,-0.01,-0.043,0.0,-0.0,-159.0,209.0,-61.0,-177.0,-0.026,-0.01,0.0,-0.014,-0.016,-0.09,2.612,-0.002,-0.014,0.012,0.0,0.0,0,-0.159
199,4.754156999988481,2.832,0.014,0.011,0.011,0.01,-0.01,-0.01,-0.039,0.033,-39.0,-201.0,197.0,-172.0,-0.023,-0.01,0.0,-0.007,-0.01,0.0,1.953,-0.001,-0.007,0.011,0.0,0.0,0,-0.039
200,4.759498100029305,2.831,0.013,0.011,0.01,0.009,-0.024,0.024,-0.073,-0.034,-82.0,-172.0,123.0,212.0,-0.025,-0.024,0.0,-0.026,-0.023,0.0,-1.292,-0.0,-0.026,0.011,0.0,0.0,0,-0.082
201,4.776002899976447,2.832,0.012,0.012,0.011,0.007,-0.055,0.055,-0.026,-0.097,222.0,-173.0,-93.0,188.0,-0.026,-0.055,-0.237,-0.03,-0.028,0.09,1.487,0.001,-0.03,0.011,0.0,0.0,0,0.222
202,4.779429599992,2.832,0.013,0.01,0.012,0.007,-0.032,-0.048,0.025,-0.072,-119.0,331.0,-232.0,-37.0,-0.023,-0.032,0.237,-0.032,-0.038,0.09,0.858,0.001,-0.032,0.01,0.0,0.0,0,-0.119
203,4.797565200016834,2.832,0.014,0.008,0.011,0.008,0.033,-0.132,-0.007,0.039,-102.0,292.0,37.0,-230.0,-0.013,0.033,0.0,-0.017,-0.021,0.18,2.186,0.002,-0.017,0.01,0.0,0.0,0,-0.102
204,4.802510800014716,2.831,0.013,0.008,0.011,0.007,0.024,-0.086,-0.057,0.024,86.0,74.0,129.0,-89.0,-0.012,0.024,-0.237,-0.024,-0.022,0.18,0.592,0.003,-0.024,0.01,0.0,0.0,0,0.086
205,4.816722100018524,2.831,0.012,0.009,0.011,0.006,-0.043,0.014,0.014,-0.081,111.0,-174.0,-180.0,426.0,-0.008,-0.043,0.0,-0.024,-0.024,0.27,1.155,0.003,-0.024,0.009,0.0,0.0,0,0.111
206,4.820398000010755,2.831,0.013,0.009,0.011,0.006,-0.024,0.033,0.015,-0.057,-75.0,113.0,-35.0,170.0,0.002,-0.024,0.237,-0.008,-0.007,0.27,2.24,0.003,-0.008,0.009,0.0,0.0,0,-0.075
207,4.835879100020975,2.831,0.013,0.008,0.011,0.008,0.018,-0.024,0.015,0.056,59.0,266.0,65.0,-193.0,0.021,0.018,0.0,0.017,0.021,0.27,2.731,0.004,0.017,0.01,0.0,0.0,0,0.059
208,4.851444200030528,2.83,0.013,0.008,0.011,0.008,0.023,-0.043,0.0,0.08,43.0,179.0,88.0,-129.0,0.025,0.023,0.0,0.015,0.016,0.27,0.618,0.004,0.015,0.01,0.0,0.0,0,0.043
209,4.855763699975796,2.83,0.012,0.009,0.011,0.007,-0.034,0.023,0.0,0.0,126.0,-158.0,59.0,179.0,0.018,-0.034,0.0,-0.003,-0.004,0.18,-2.052,0.004,-0.003,0.01,0.0,0.0,0,0.126
210,4.871182499977294,2.829,0.012,0.011,0.011,0.006,-0.024,0.147,0.024,-0.067,153.0,-361.0,57.0,241.0,0.026,-0.024,0.0,0.02,0.017,0.18,2.66,0.004,0.02,0.01,0.0,0.0,0,0.153
211,4.885288099991158,2.83,0.014,0.012,0.011,0.006,0.032,0.122,0.024,-0.043,-126.0,-67.0,68.0,204.0,0.035,0.032,0.237,0.034,0.036,0.27,1.532,0.003,0.034,0.011,0.0,0.0,0,-0.126
212,4.888095600006636,2.829,0.014,0.011,0.011,0.008,0.079,0.022,0.024,0.057,-86.0,209.0,84.0,-39.0,0.047,0.079,0.0,0.047,0.054,0.18,0.176,0.003,0.047,0.011,0.0,0.0,0,-0.086
213,4.903603599988855,2.83,0.014,0.01,0.012,0.009,0.047,-0.066,0.024,0.074,125.0,236.0,54.0,75.0,0.04,0.047,0.0,0.021,0.03,0.18,-2.471,0.003,0.021,0.011,0.0,0.0,0,0.125
214,4.917732100002468,2.829,0.014,0.011,0.012,0.009,-0.024,-0.008,0.024,0.04,385.0,123.0,54.0,141.0,0.037,-0.024,-0.237,0.01,0.026,0.18,-1.481,0.002,0.01,0.011,0.0,0.0,0,0.385
215,4.920849899994209,2.83,0.014,0.013,0.013,0.008,0.0,0.12,0.032,-0.032,-53.0,-409.0,60.0,191.0,0.038,0.0,0.237,0.028,0.012,0.09,1.859,0.002,0.028,0.012,0.0,0.0,0,-0.053
216,4.934247600031085,2.829,0.016,0.013,0.013,0.008,0.057,0.097,0.032,-0.009,-154.0,66.0,74.0,39.0,0.045,0.057,0.237,0.044,0.039,0.09,1.731,0.001,0.044,0.012,0.0,0.0,0,-0.154
