time_s,angle_deg
10.197299,29.520000
10.302179,38.880000
10.466970,50.400000
10.535081,62.280000
10.596477,72.360000
10.700142,78.840000
10.798279,80.640000
10.900269,78.120000
11.001496,70.920000
11.098785,60.120000
11.196724,48.240000
11.300226,37.080000
11.398360,28.440000
11.497342,24.120000
11.597392,24.120000
11.698232,29.160000
11.797262,37.800000
11.944499,48.960000
12.004532,60.480000
12.098039,70.560000
12.196346,77.400000
12.297775,79.560000
12.444975,77.760000
12.526604,70.920000
12.595815,61.200000
12.698207,49.680000
12.798268,38.520000
12.896179,29.880000
12.997778,24.840000
13.097048,24.480000
13.197872,28.800000
13.297737,37.080000
13.424125,47.520000
13.527992,58.680000
13.605373,68.760000
13.695633,75.960000
13.798557,78.840000
13.896505,77.760000
13.997475,71.640000
14.097131,62.640000
14.199723,51.480000
14.297203,40.680000
14.401143,31.680000
14.497419,26.280000
14.615800,25.200000
14.720546,28.800000
14.795493,36.360000
14.895990,46.440000
14.995315,57.240000
15.099061,67.320000
15.195274,74.520000
15.295344,77.760000
15.396280,77.400000
15.495245,72.000000
15.595151,63.360000
15.697896,52.560000
15.806387,42.120000
15.895247,33.120000
15.995894,27.720000
16.096520,26.280000
16.196064,29.520000
16.297497,36.360000
16.397750,45.720000
16.525505,56.520000
16.608034,66.240000
16.694846,73.800000
16.795615,77.400000
16.896619,77.040000
16.995406,72.000000
17.095480,63.720000
17.203403,53.640000
17.295465,43.200000
17.399768,34.560000
17.510933,28.800000
17.594787,27.000000
17.695787,29.880000
17.796661,36.000000
17.922799,45.360000
17.994631,55.440000
18.096379,65.160000
18.196325,72.720000
18.295126,76.320000
18.395068,76.320000
18.494495,72.000000
18.595218,64.080000
18.697351,54.360000
18.795213,44.280000
18.895804,35.640000
19.009741,29.520000
19.095778,27.720000
19.194219,29.880000
19.295963,35.640000
19.394117,44.280000
19.495104,54.360000
19.598322,63.720000
19.694091,71.280000
19.795090,75.240000
19.894048,75.240000
20.001191,71.280000
20.095717,64.080000
20.194127,54.720000
20.294425,44.640000
20.397645,36.000000
20.497858,30.240000
20.598186,28.080000
20.694015,29.880000
20.797160,35.280000
20.894554,43.560000
20.996657,53.280000
21.094204,62.640000
21.196985,69.840000
21.310238,73.800000
21.400825,74.160000
21.495270,70.920000
21.594307,63.720000
21.693906,54.720000
21.796001,45.000000
21.896457,36.720000
21.993597,30.960000
22.097920,28.440000
22.193819,29.880000
22.297768,35.280000
22.393738,42.840000
22.495832,52.200000
22.594013,61.560000
22.694845,68.760000
22.794858,72.720000
22.894279,73.080000
22.993344,70.200000
23.095601,63.360000
23.194009,54.720000
23.293361,45.360000
23.395551,37.080000
23.495518,31.320000
23.593505,28.800000
23.697142,29.880000
23.793407,34.920000
23.896900,42.480000
23.993827,51.480000
24.096125,60.480000
24.195268,67.320000
24.293136,71.640000
24.393806,72.360000
24.495446,69.480000
24.592934,63.000000
24.694751,54.720000
24.793030,45.720000
24.893462,37.440000
24.995630,31.680000
25.093086,29.160000
25.193490,30.240000
25.294496,34.920000
25.442575,42.120000
25.504414,50.760000
25.593375,59.400000
25.692967,66.240000
25.794208,70.560000
25.894265,71.280000
25.992766,68.400000
26.095283,62.280000
26.192602,54.360000
26.293761,45.720000
26.392579,37.800000
26.492481,32.040000
26.593453,29.520000
26.736583,30.600000
26.800639,34.920000
26.892700,41.760000
26.996023,50.400000
27.094527,58.680000
27.192645,65.520000
27.295983,69.480000
27.418291,70.560000
27.493223,68.040000
27.596180,62.280000
27.692392,54.360000
27.793803,46.080000
27.892922,38.160000
27.993513,32.760000
28.091973,30.240000
28.192114,31.320000
28.292083,35.640000
28.393048,42.480000
28.491927,50.400000
28.595685,58.680000
28.698580,65.160000
28.791847,69.120000
28.894721,70.200000
28.997052,68.040000
29.093066,62.280000
29.194930,54.720000
29.292068,46.440000
29.391843,38.880000
29.494755,33.840000
29.609902,31.320000
29.692640,32.400000
29.794283,36.360000
29.946081,42.840000
30.008158,50.760000
