time_s,angle_deg
10.997148,77.040000
11.097812,85.680000
11.199831,93.600000
11.301673,100.080000
11.396098,100.800000
11.496423,95.760000
11.600581,88.200000
11.695742,82.080000
11.799463,79.920000
11.896034,79.920000
12.000661,80.280000
12.096527,81.000000
12.196077,83.160000
12.295802,83.160000
12.400059,78.120000
12.496335,75.600000
12.597556,78.480000
12.697138,79.560000
12.795565,79.920000
12.896316,80.280000
12.998200,80.280000
13.100321,79.560000
13.196961,78.120000
13.299541,77.760000
13.398149,77.760000
13.497041,77.400000
13.599479,76.680000
13.696880,75.600000
13.799839,74.160000
13.895796,73.800000
13.999031,74.160000
14.098629,74.160000
14.198949,74.160000
14.297328,75.960000
14.399787,73.800000
14.496690,75.240000
14.596695,73.440000
14.696140,72.720000
14.800581,73.440000
14.895809,71.640000
15.000538,73.080000
15.095777,69.840000
15.196887,72.360000
15.295009,69.480000
15.399650,70.560000
15.495021,69.840000
15.598142,69.840000
15.695230,70.560000
15.797512,69.480000
15.897202,66.960000
15.998249,66.960000
16.098543,67.680000
16.195356,76.320000
16.296648,70.560000
16.398674,69.120000
16.495572,73.440000
16.594559,69.840000
16.696410,69.480000
16.794549,75.600000
16.899300,69.840000
16.996375,66.240000
17.095712,73.800000
17.197829,68.760000
17.296796,71.280000
17.397847,73.080000
17.496978,67.680000
17.597339,74.520000
17.696859,72.000000
17.797307,69.120000
17.897929,74.160000
17.996795,69.120000
18.094346,69.120000
18.194313,75.960000
18.294066,69.120000
18.394131,68.040000
18.494097,74.880000
18.594106,68.040000
18.693986,73.080000
18.795917,77.040000
18.896764,69.120000
18.995714,69.480000
19.099847,74.880000
19.194193,68.400000
19.296757,70.560000
19.397109,74.880000
19.495666,67.320000
19.596249,70.920000
19.696062,74.880000
19.796364,68.400000
19.895536,70.920000
19.996893,72.720000
20.095973,65.520000
20.196298,72.000000
20.294672,72.000000
20.394044,64.080000
20.493653,69.120000
20.596752,73.440000
20.693483,65.160000
20.793556,66.600000
20.893606,70.560000
20.993526,64.440000
21.093484,69.120000
21.193560,71.280000
21.294777,61.920000
21.397385,70.200000
21.494443,69.120000
21.593342,66.240000
21.693528,73.800000
21.793280,67.680000
21.896799,68.760000
21.994654,70.560000
22.094669,65.160000
22.196615,70.920000
22.294438,69.480000
22.398537,67.680000
22.493764,73.800000
22.598395,69.840000
22.695136,70.560000
22.796480,73.080000
22.894960,65.520000
22.996892,69.480000
23.094174,70.920000
23.197494,65.520000
23.295158,73.080000
23.397125,68.040000
23.496140,68.400000
23.594835,73.800000
23.698252,69.480000
23.793414,70.560000
23.897038,73.800000
23.993703,68.040000
24.097783,70.920000
24.194402,70.560000
24.297110,66.600000
24.394996,73.800000
24.495648,71.640000
24.593119,65.160000
24.698666,70.200000
24.795653,69.840000
24.892490,68.400000
24.992602,74.160000
25.092699,70.560000
25.192566,73.080000
25.294350,72.720000
25.393092,68.040000
25.497070,74.880000
25.593330,69.480000
25.697069,70.560000
25.792953,74.160000
25.897490,67.680000
25.993770,72.000000
26.097776,72.720000
26.193047,66.600000
26.298275,70.920000
26.392260,70.200000
26.498128,69.480000
26.611988,75.240000
26.694171,70.200000
26.794209,72.720000
26.894802,77.760000
26.995082,69.120000
27.095400,73.440000
27.194320,74.880000
27.295799,68.040000
27.392666,73.800000
27.496342,73.440000
27.592068,69.120000
27.691913,76.320000
27.793260,72.360000
27.894932,70.920000
27.992775,77.040000
28.093538,82.440000
28.191793,82.800000
28.291917,84.240000
28.392625,88.200000
28.495537,94.320000
28.599368,96.120000
28.696663,99.360000
28.791803,103.680000
28.895355,106.920000
28.991767,106.560000
29.096304,101.520000
29.191623,91.800000
29.297489,80.280000
29.391499,68.400000
29.491839,56.880000
29.595093,46.800000
29.691438,38.880000
29.797650,32.040000
29.895117,23.760000
29.995499,18.360000
30.091380,10.440000
