time_s,angle_deg
17.524216,35.640000
17.625672,31.320000
17.725968,27.360000
17.827801,23.760000
17.928204,18.720000
18.029162,13.680000
18.129558,9.360000
18.232332,4.320000
18.329477,1.440000
18.431113,-0.360000
18.533076,-1.800000
18.633411,-2.880000
18.734888,-4.680000
18.834936,-6.480000
18.936741,-7.920000
19.036183,-9.360000
19.137384,-10.440000
19.236874,-10.800000
19.340384,-10.800000
19.438631,-10.800000
19.542677,-10.440000
19.639901,-10.440000
19.740713,-10.440000
19.842967,-10.440000
19.940999,-10.440000
20.042965,-10.440000
20.144076,-10.440000
20.243826,-10.440000
20.347493,-10.440000
20.445598,-10.440000
20.547991,-10.440000
20.646002,-10.440000
20.749894,-10.440000
20.846898,-10.440000
20.948982,-10.440000
21.047867,-10.440000
21.149220,-10.440000
21.250016,-10.440000
21.352988,-10.440000
21.451958,-10.440000
21.555142,-10.440000
21.653825,-10.440000
21.754334,-10.440000
21.858867,-10.440000
21.956404,-10.440000
22.060941,-10.440000
22.157483,-10.440000
22.260924,-10.440000
22.364467,-10.440000
22.460183,-10.440000
22.562523,-10.440000
22.662262,-10.440000
22.762015,-10.440000
22.866480,-10.440000
22.964995,-10.440000
23.064497,-10.440000
23.166540,-10.440000
23.268197,-10.440000
23.366036,-10.440000
23.471348,-10.440000
23.567235,-10.440000
23.671823,-10.440000
23.769251,-10.440000
23.875098,-10.440000
23.970532,-10.440000
24.074656,-10.440000
24.173887,-10.440000
24.276032,-10.440000
24.372842,-10.440000
24.473953,-10.440000
24.575129,-10.440000
24.677703,-10.440000
24.776781,-10.440000
24.881249,-10.440000
24.979238,-10.440000
25.080895,-10.440000
25.182239,-10.440000
25.282694,-10.440000
25.384328,-10.440000
25.484101,-10.440000
25.584352,-10.440000
25.686566,-10.440000
25.786977,-10.440000
25.888305,-10.440000
25.988864,-10.440000
26.089915,-10.440000
26.191184,-10.440000
26.290697,-10.440000
26.391987,-10.440000
26.492716,-10.440000
26.593116,-10.440000
26.693567,-10.440000
26.796190,-10.440000
26.896663,-10.440000
26.995456,-10.440000
27.095511,-10.440000
27.199026,-10.440000
27.298592,-10.440000
27.399291,-10.440000
27.500978,-10.440000
27.600529,-10.440000
27.705347,-10.440000
27.801140,-10.440000
27.903098,-10.440000
28.002799,-10.440000
28.105916,-10.440000
28.205958,-10.440000
28.306955,-10.440000
28.407541,-10.440000
28.510931,-10.440000
28.607655,-10.440000
28.711273,-10.440000
28.808406,-10.440000
28.911640,-10.440000
29.011740,-10.440000
29.113182,-10.440000
29.211558,-10.440000
29.314177,-10.440000
29.412345,-10.440000
29.514302,-10.440000
29.612522,-10.440000
29.713188,-10.440000
29.813797,-10.440000
29.916307,-10.440000
30.017340,-10.440000
