frame_idx,t_sec,dt_cumavg_ms,motor_encoders_FL,motor_encoders_FR,motor_encoders_BL,motor_encoders_BR,motor_speeds_FL,motor_speeds_FR,motor_speeds_BL,motor_speeds_BR,pid_outputs_FL,pid_outputs_FR,pid_outputs_BL,pid_outputs_BR,desired_speed,actual_speed_fl,raw_v1_fl,estimated_velocity,kalman_v_pred,pendulum_angle_deg,lqr_force,kalman_theta_rad,kalman_v,kalman_x,x_ref,theta_ref_deg,sprint_active,pwm
15,20.523790999955963,2.138,-0.345,-0.342,-0.36,-0.378,0.237,0.237,0.237,0.213,225.0,224.0,120.0,426.0,0.353,0.237,0.237,0.232,0.235,1.53,1.783,0.027,0.232,-0.356,0.0,0.0,0,0.225
16,20.623970299959183,2.133,-0.314,-0.31,-0.328,-0.347,0.26,0.355,0.355,0.284,90.0,-160.0,-145.0,-100.0,0.325,0.26,0.237,0.312,0.301,0.09,-4.432,0.002,0.312,-0.325,0.0,0.0,0,0.09
17,20.729628700006288,2.128,-0.292,-0.293,-0.308,-0.325,0.119,0.142,0.047,0.166,151.0,-192.0,306.0,-205.0,0.146,0.119,0.0,0.118,0.115,-0.27,-1.557,-0.005,0.118,-0.304,0.0,0.0,0,0.151
18,20.82943639997393,2.126,-0.283,-0.283,-0.299,-0.316,0.095,0.166,0.119,0.119,477.0,217.0,326.0,347.0,0.269,0.095,0.0,0.126,0.135,0.9,2.091,0.014,0.126,-0.295,0.0,0.0,0,0.477
19,20.94313460000558,2.122,-0.254,-0.255,-0.27,-0.287,0.355,0.355,0.379,0.379,252.0,253.0,-76.0,122.0,0.423,0.355,0.237,0.368,0.373,0.09,-1.31,0.003,0.368,-0.266,0.0,0.0,0,0.252
20,21.040992699970957,2.125,-0.22,-0.222,-0.238,-0.252,0.261,0.213,0.261,0.213,-238.0,36.0,-103.0,-110.0,0.191,0.261,0.237,0.237,0.239,-1.44,-7.255,-0.024,0.237,-0.233,0.0,0.0,0,-0.238
21,21.146598999970593,2.125,-0.212,-0.213,-0.229,-0.245,0.095,0.047,-0.024,0.071,110.0,206.0,362.0,192.0,0.133,0.095,0.0,0.048,0.054,-0.27,4.174,-0.006,0.048,-0.225,0.0,0.0,0,0.11
22,21.237148399988655,2.127,-0.197,-0.195,-0.214,-0.23,0.237,0.237,0.261,0.261,210.0,329.0,179.0,198.0,0.328,0.237,0.237,0.25,0.258,0.27,1.464,0.004,0.25,-0.209,0.0,0.0,0,0.21
23,21.346973599982448,2.128,-0.168,-0.17,-0.186,-0.202,0.284,0.166,0.26,0.26,-51.0,128.0,71.0,-87.0,0.233,0.284,0.237,0.243,0.248,-0.81,-4.583,-0.014,0.243,-0.182,0.0,0.0,0,-0.051
24,21.452726499992423,2.129,-0.151,-0.15,-0.168,-0.186,0.213,0.071,0.071,0.047,-234.0,110.0,242.0,75.0,0.124,0.213,0.237,0.1,0.095,-0.99,-2.637,-0.016,0.1,-0.164,0.0,0.0,0,-0.234
25,21.540449299965985,2.127,-0.139,-0.139,-0.154,-0.173,0.237,0.071,0.142,0.119,-215.0,532.0,47.0,355.0,0.203,0.237,0.237,0.143,0.153,-0.27,1.04,-0.005,0.143,-0.151,0.0,0.0,0,-0.215
26,21.648310899967328,2.128,-0.123,-0.118,-0.136,-0.155,0.26,0.26,0.213,0.213,-46.0,-47.0,-56.0,-33.0,0.246,0.26,0.237,0.235,0.226,-0.45,2.015,-0.007,0.235,-0.133,0.0,0.0,0,-0.046
27,21.75309739995282,2.13,-0.107,-0.102,-0.121,-0.139,0.047,0.237,0.071,0.213,246.0,-193.0,95.0,-225.0,0.141,0.047,0.0,0.141,0.135,-0.54,4.98,-0.009,0.141,-0.118,0.0,0.0,0,0.246
28,21.844318599964026,2.128,-0.095,-0.09,-0.108,-0.128,0.142,0.213,0.166,0.142,491.0,-67.0,102.0,174.0,0.244,0.142,0.0,0.166,0.164,0.09,2.452,0.001,0.166,-0.106,0.0,0.0,0,0.491
29,21.956163399969228,2.13,-0.071,-0.066,-0.085,-0.104,0.261,0.308,0.261,0.261,97.0,119.0,112.0,254.0,0.298,0.261,0.237,0.274,0.283,-0.54,-2.864,-0.01,0.274,-0.081,0.0,0.0,0,0.097
30,22.048259400005918,2.131,-0.046,-0.044,-0.06,-0.08,0.142,0.142,0.189,0.189,139.0,-41.0,-237.0,-95.0,0.144,0.142,0.0,0.165,0.159,-1.53,-3.689,-0.026,0.165,-0.058,0.0,0.0,0,0.139
31,22.155695299967192,2.132,-0.037,-0.035,-0.049,-0.07,0.0,0.047,0.095,0.095,252.0,38.0,-101.0,218.0,0.106,0.0,0.0,0.058,0.052,-0.99,-0.02,-0.017,0.058,-0.048,0.0,0.0,0,0.252
32,22.259755499952007,2.132,-0.023,-0.019,-0.036,-0.058,0.071,0.237,0.142,0.071,139.0,-137.0,-50.0,176.0,0.132,0.071,0.0,0.13,0.13,-1.08,-4.235,-0.018,0.13,-0.034,0.0,0.0,0,0.139
33,22.34990359999938,2.132,-0.01,-0.009,-0.025,-0.046,0.071,0.166,0.118,0.047,45.0,-324.0,-332.0,-47.0,0.055,0.071,0.0,0.098,0.08,-1.17,5.594,-0.02,0.098,-0.023,0.0,0.0,0,0.045
34,22.44315569999162,2.134,-0.009,-0.008,-0.025,-0.046,0.071,0.047,-0.024,-0.047,-97.0,-173.0,283.0,119.0,0.018,0.071,0.0,0.012,0.012,-0.27,4.413,-0.006,0.012,-0.022,0.0,0.0,0,-0.097
35,22.556637400004547,2.133,-0.003,-0.002,-0.018,-0.039,0.118,0.118,0.118,0.142,112.0,-70.0,125.0,-74.0,0.146,0.118,0.237,0.123,0.113,0.0,2.05,-0.0,0.123,-0.016,0.0,0.0,0,0.112
36,22.65520999999717,2.133,0.011,0.012,-0.006,-0.024,0.213,0.166,0.047,0.237,-298.0,88.0,106.0,-189.0,0.13,0.213,0.237,0.166,0.163,-0.63,0.627,-0.01,0.166,-0.002,0.0,0.0,0,-0.298
37,22.750626599998213,2.134,0.017,0.02,0.002,-0.018,0.0,0.118,0.047,0.047,126.0,-56.0,46.0,187.0,0.037,0.0,0.0,0.055,0.069,-0.54,1.693,-0.011,0.055,0.005,0.0,0.0,0,0.126
38,22.864274899999145,2.135,0.019,0.023,0.006,-0.017,-0.047,0.071,0.071,0.024,425.0,64.0,-94.0,320.0,0.087,-0.047,0.0,0.03,0.035,-0.09,-0.988,-0.002,0.03,0.008,0.0,0.0,0,0.425
39,22.971614699985366,2.136,0.033,0.035,0.017,-0.003,0.142,0.213,0.119,0.166,36.0,-290.0,217.0,-34.0,0.144,0.142,0.0,0.16,0.158,-0.63,-2.001,-0.011,0.16,0.02,0.0,0.0,0,0.036
40,23.064852399984375,2.137,0.044,0.044,0.029,0.008,-0.047,0.0,0.095,0.118,-43.0,34.0,-195.0,-456.0,-0.044,-0.047,0.0,0.041,0.039,-1.53,-4.938,-0.025,0.041,0.032,0.0,0.0,0,-0.043
41,23.17175469995709,2.137,0.041,0.042,0.025,0.004,-0.071,-0.047,-0.142,-0.024,-156.0,-91.0,58.0,80.0,-0.085,-0.071,0.0,-0.072,-0.076,-0.72,2.125,-0.013,-0.072,0.028,0.0,0.0,0,-0.156
42,23.266503199993167,2.138,0.036,0.035,0.02,-0.0,-0.047,-0.071,-0.047,0.0,266.0,71.0,162.0,87.0,0.005,-0.047,-0.237,-0.041,-0.04,0.09,0.957,0.002,-0.041,0.023,0.0,0.0,0,0.266
43,23.35878029995365,2.139,0.042,0.041,0.027,0.006,0.071,-0.047,0.095,0.095,-46.0,127.0,-198.0,-60.0,0.062,0.071,0.0,0.052,0.038,-0.27,-1.468,-0.004,0.052,0.029,0.0,0.0,0,-0.046
44,23.46444769995287,2.139,0.048,0.048,0.033,0.014,-0.0,0.0,-0.024,0.142,-185.0,-71.0,53.0,-321.0,-0.018,-0.0,0.237,0.029,0.02,-0.81,-1.402,-0.014,0.029,0.036,0.0,0.0,0,-0.185
45,23.568528399977367,2.139,0.045,0.046,0.03,0.008,0.024,0.024,-0.071,0.0,97.0,-85.0,182.0,57.0,-0.015,0.024,-0.237,-0.005,0.005,-0.18,3.132,-0.005,-0.005,0.032,0.0,0.0,0,0.097
46,23.67107829998713,2.139,0.044,0.046,0.029,0.008,0.024,0.095,0.0,0.047,49.0,-276.0,111.0,32.0,0.025,0.024,0.0,0.041,0.038,-0.09,1.811,-0.002,0.041,0.032,0.0,0.0,0,0.049
47,23.77766269998392,2.14,0.044,0.044,0.028,0.007,-0.071,0.0,-0.095,-0.047,177.0,-146.0,240.0,-135.0,-0.055,-0.071,-0.237,-0.053,-0.049,-0.18,-0.99,-0.003,-0.053,0.031,0.0,0.0,0,0.177
48,23.8751233999501,2.14,0.046,0.044,0.031,0.009,0.024,-0.071,0.024,0.024,-43.0,202.0,150.0,47.0,0.015,0.024,0.0,0.001,0.006,-0.09,0.016,-0.002,0.001,0.032,0.0,0.0,0,-0.043
49,23.963670499972068,2.141,0.047,0.048,0.034,0.012,0.0,-0.024,0.047,0.071,-50.0,-243.0,-131.0,-42.0,-0.013,0.0,0.0,0.023,0.019,-0.45,0.324,-0.007,0.023,0.035,0.0,0.0,0,-0.05
50,24.061104099964723,2.14,0.045,0.044,0.028,0.009,0.047,-0.071,-0.142,0.024,-175.0,-58.0,516.0,82.0,-0.021,0.047,0.0,-0.034,-0.024,-0.09,-1.584,-0.002,-0.034,0.032,0.0,0.0,0,-0.175
51,24.177056799991988,2.141,0.046,0.045,0.031,0.009,0.095,-0.095,0.047,0.024,-34.0,285.0,-41.0,199.0,0.046,0.095,0.0,0.019,0.027,-0.09,-4.441,-0.002,0.019,0.033,0.0,0.0,0,-0.034
52,24.271563599992078,2.141,0.05,0.054,0.036,0.014,0.047,0.142,0.0,0.024,-142.0,-97.0,145.0,-300.0,0.004,0.047,0.0,0.054,0.056,-0.81,-4.634,-0.013,0.054,0.039,0.0,0.0,0,-0.142
53,24.373802199959755,2.142,0.048,0.048,0.035,0.011,-0.071,-0.071,0.024,-0.071,82.0,-215.0,-152.0,-63.0,-0.101,-0.071,-0.237,-0.047,-0.041,-0.72,-0.709,-0.013,-0.047,0.036,0.0,0.0,0,0.082
54,24.480997399950866,2.142,0.038,0.038,0.023,0.001,-0.142,-0.166,-0.119,-0.166,184.0,-66.0,33.0,145.0,-0.12,-0.142,-0.237,-0.148,-0.15,0.0,-0.784,0.0,-0.148,0.025,0.0,0.0,0,0.184
55,24.56953659997089,2.143,0.036,0.037,0.021,0.0,0.024,0.071,0.024,0.024,56.0,-98.0,72.0,89.0,0.036,0.024,0.0,0.036,0.036,0.18,0.448,0.004,0.036,0.023,0.0,0.0,0,0.056
56,24.67095459997654,2.143,0.036,0.037,0.022,0.001,-0.047,0.0,-0.047,0.024,-49.0,-144.0,-33.0,-158.0,-0.052,-0.047,0.0,-0.018,-0.02,-0.27,-1.078,-0.004,-0.018,0.024,0.0,0.0,0,-0.049
57,24.771807899989653,2.143,0.031,0.032,0.017,-0.003,-0.166,-0.047,-0.024,0.047,394.0,-140.0,-171.0,-179.0,-0.052,-0.166,-0.237,-0.048,-0.049,0.09,3.411,0.001,-0.048,0.019,0.0,0.0,0,0.394
58,24.875058999983594,2.143,0.027,0.027,0.012,-0.009,0.024,-0.024,-0.047,-0.095,-239.0,32.0,96.0,205.0,-0.023,0.024,0.237,-0.036,-0.041,0.36,0.802,0.006,-0.036,0.014,0.0,0.0,0,-0.239
59,24.968073699972592,2.144,0.028,0.027,0.013,-0.009,0.047,-0.024,0.0,-0.071,-152.0,167.0,-41.0,175.0,-0.011,0.047,0.0,-0.011,-0.006,0.09,-0.375,0.002,-0.011,0.015,0.0,0.0,0,-0.152
60,25.07447609998053,2.143,0.029,0.028,0.013,-0.007,0.047,-0.024,0.047,-0.0,-240.0,196.0,-105.0,-115.0,-0.001,0.047,0.237,0.017,0.013,0.0,1.262,-0.0,0.017,0.016,0.0,0.0,0,-0.24
61,25.1842138999491,2.143,0.028,0.027,0.012,-0.007,-0.047,-0.071,0.0,0.024,50.0,334.0,-205.0,-119.0,-0.032,-0.047,0.0,-0.023,-0.018,-0.09,-0.783,-0.001,-0.023,0.015,0.0,0.0,0,0.05
62,25.2858441999997,2.143,0.026,0.026,0.011,-0.009,-0.095,-0.071,0.024,0.071,170.0,241.0,-110.0,-189.0,-0.023,-0.095,0.0,-0.017,-0.01,0.0,0.558,0.0,-0.017,0.013,0.0,0.0,0,0.17
63,25.39287989999866,2.143,0.028,0.025,0.009,-0.009,0.047,-0.142,0.0,0.071,-157.0,397.0,-46.0,-174.0,-0.013,0.047,0.0,-0.005,0.001,-0.09,-0.213,-0.0,-0.005,0.014,0.0,0.0,0,-0.157
64,25.484742999949958,2.144,0.025,0.026,0.008,-0.012,0.024,-0.071,-0.071,0.024,-106.0,142.0,160.0,-74.0,-0.013,0.024,0.0,-0.023,-0.021,0.09,0.707,0.002,-0.023,0.011,0.0,0.0,0,-0.106
65,25.59611169999698,2.144,0.026,0.027,0.01,-0.01,0.024,0.047,0.071,0.119,179.0,-45.0,-195.0,-157.0,0.04,0.024,-0.237,0.066,0.068,0.0,0.804,-0.0,0.066,0.013,0.0,0.0,0,0.179
66,25.69200219999766,2.144,0.026,0.025,0.009,-0.012,-0.095,0.0,-0.024,0.0,-70.0,-137.0,-75.0,69.0,-0.052,-0.095,0.0,-0.03,-0.029,-0.09,0.525,-0.002,-0.03,0.012,0.0,0.0,0,-0.07
67,25.798882099974435,2.145,0.02,0.022,0.006,-0.016,-0.166,0.095,0.0,-0.0,370.0,-447.0,172.0,67.0,0.005,-0.166,0.0,-0.018,-0.023,0.36,1.037,0.006,-0.018,0.008,0.0,0.0,0,0.37
68,25.89543719997164,2.145,0.025,0.026,0.009,-0.012,0.024,0.095,0.047,0.095,116.0,-205.0,82.0,-58.0,0.07,0.024,0.0,0.064,0.058,0.09,-0.106,0.002,0.064,0.012,0.0,0.0,0,0.116
69,25.986771499970928,2.145,0.029,0.029,0.014,-0.008,0.024,-0.047,0.047,0.0,-148.0,-126.0,-182.0,-74.0,-0.034,0.024,0.0,0.005,-0.0,-0.45,0.572,-0.007,0.005,0.016,0.0,0.0,0,-0.148
70,26.095296999963466,2.146,0.026,0.027,0.009,-0.012,0.0,0.0,-0.095,-0.071,-102.0,191.0,159.0,-52.0,-0.032,0.0,0.0,-0.041,-0.035,0.0,-0.236,-0.0,-0.041,0.013,0.0,0.0,0,-0.102
71,26.185150699981023,2.146,0.026,0.026,0.011,-0.01,0.024,0.0,0.047,0.047,170.0,98.0,-42.0,32.0,0.041,0.024,-0.237,0.03,0.035,0.09,-0.739,0.001,0.03,0.013,0.0,0.0,0,0.17
72,26.29183479998028,2.145,0.028,0.027,0.013,-0.01,-0.095,-0.024,0.095,-0.024,177.0,36.0,-248.0,183.0,-0.014,-0.095,0.0,-0.011,-0.006,-0.18,-0.831,-0.003,-0.011,0.015,0.0,0.0,0,0.177
73,26.38963229994988,2.145,0.029,0.028,0.014,-0.008,-0.024,0.047,0.0,-0.024,-120.0,-143.0,140.0,85.0,-0.007,-0.024,0.237,-0.0,-0.001,-0.18,0.316,-0.003,-0.0,0.016,0.0,0.0,0,-0.12
74,26.489536899956875,2.145,0.028,0.027,0.013,-0.009,-0.024,0.0,-0.024,-0.047,-66.0,-115.0,121.0,66.0,-0.034,-0.024,0.0,-0.023,-0.02,-0.18,-1.118,-0.003,-0.023,0.015,0.0,0.0,0,-0.066
75,26.58888559998013,2.144,0.026,0.026,0.009,-0.01,0.024,-0.024,-0.095,0.024,-85.0,184.0,222.0,-59.0,-0.002,0.024,0.0,-0.017,-0.01,0.18,0.714,0.002,-0.017,0.013,0.0,0.0,0,-0.085
76,26.687657699978445,2.144,0.027,0.027,0.009,-0.01,0.024,0.047,-0.071,0.024,-1.0,-318.0,347.0,55.0,0.026,0.024,0.0,0.005,-0.002,0.09,0.103,0.002,0.005,0.013,0.0,0.0,0,-0.001
77,26.78842120000627,2.144,0.031,0.027,0.012,-0.006,0.119,-0.119,-0.024,0.071,-255.0,277.0,102.0,44.0,0.013,0.119,0.0,0.012,0.017,-0.18,-1.117,-0.003,0.012,0.016,0.0,0.0,0,-0.255
78,26.890223699971102,2.142,0.032,0.029,0.013,-0.007,-0.024,-0.024,0.0,-0.119,114.0,-63.0,-97.0,212.0,-0.03,-0.024,0.0,-0.041,-0.038,-0.27,-1.94,-0.004,-0.041,0.017,0.0,0.0,0,0.114
79,26.99113529996248,2.141,0.031,0.028,0.013,-0.006,-0.024,0.047,0.024,-0.024,76.0,-124.0,-63.0,-74.0,0.003,-0.024,0.0,0.005,0.001,-0.09,0.519,-0.002,0.005,0.016,0.0,0.0,0,0.076
80,27.09209379996173,2.14,0.031,0.028,0.011,-0.006,0.047,0.047,-0.095,0.047,-220.0,75.0,373.0,-75.0,0.019,0.047,0.0,0.013,0.018,0.0,-0.894,-0.0,0.013,0.016,0.0,0.0,0,-0.22
81,27.195588400005363,2.139,0.029,0.027,0.012,-0.006,-0.024,0.0,0.047,0.0,-83.0,46.0,-94.0,191.0,0.009,-0.024,0.0,0.006,0.009,0.0,1.267,-0.0,0.006,0.016,0.0,0.0,0,-0.083
82,27.296390299976338,2.139,0.03,0.029,0.012,-0.006,-0.0,-0.024,-0.024,0.024,154.0,80.0,97.0,-44.0,0.018,-0.0,0.0,-0.006,-0.005,0.0,-3.472,-0.001,-0.006,0.017,0.0,0.0,0,0.154
83,27.397738499974366,2.138,0.031,0.031,0.016,-0.003,-0.047,-0.024,0.047,0.047,136.0,86.0,-219.0,91.0,0.015,-0.047,0.0,0.006,0.004,-0.27,-1.945,-0.003,0.006,0.019,0.0,0.0,0,0.136
84,27.498871699965093,2.137,0.033,0.034,0.017,-0.001,-0.024,-0.024,0.047,0.047,39.0,35.0,-149.0,39.0,-0.012,-0.024,0.0,0.013,0.019,-0.36,-1.113,-0.006,0.013,0.02,0.0,0.0,0,0.039
85,27.599147100001574,2.136,0.032,0.031,0.013,-0.004,0.0,-0.095,-0.119,-0.0,-253.0,112.0,174.0,187.0,-0.042,0.0,0.237,-0.053,-0.05,-0.18,-2.156,-0.003,-0.053,0.018,0.0,0.0,0,-0.253
86,27.699318300001323,2.136,0.031,0.031,0.012,-0.006,0.095,0.0,-0.071,0.071,-159.0,88.0,247.0,-86.0,0.035,0.095,0.0,0.024,0.024,0.0,-0.467,0.001,0.024,0.017,0.0,0.0,0,-0.159
87,27.797975299996324,2.135,0.032,0.031,0.013,-0.005,0.047,0.024,-0.047,0.024,-131.0,-202.0,133.0,-176.0,-0.01,0.047,0.0,0.011,0.002,-0.18,3.445,-0.003,0.011,0.017,0.0,0.0,0,-0.131
88,27.901332699984778,2.135,0.029,0.03,0.012,-0.006,-0.047,0.095,-0.071,0.024,118.0,-225.0,181.0,-57.0,-0.003,-0.047,0.0,0.0,0.001,0.0,1.264,0.0,0.0,0.016,0.0,0.0,0,0.118
89,27.999786300002597,2.134,0.029,0.027,0.013,-0.006,0.0,-0.095,-0.024,0.024,-49.0,82.0,191.0,-71.0,-0.005,0.0,0.0,-0.024,-0.026,0.0,-0.284,-0.0,-0.024,0.016,0.0,0.0,0,-0.049
90,28.0987697999808,2.133,0.031,0.03,0.014,-0.003,0.024,-0.047,-0.047,0.047,-80.0,122.0,136.0,-102.0,0.005,0.024,0.0,-0.006,-0.007,-0.18,-1.08,-0.002,-0.006,0.018,0.0,0.0,0,-0.08
91,28.206220899999607,2.133,0.032,0.032,0.016,-0.003,0.0,-0.071,-0.024,0.095,-48.0,153.0,192.0,-330.0,-0.004,0.0,0.0,-0.0,-0.001,-0.18,-0.487,-0.003,-0.0,0.019,0.0,0.0,0,-0.048
92,28.308287199994083,2.132,0.032,0.031,0.015,-0.004,-0.024,-0.095,-0.047,0.0,-61.0,141.0,-115.0,-83.0,-0.033,-0.024,0.0,-0.042,-0.05,-0.18,-0.791,-0.003,-0.042,0.018,0.0,0.0,0,-0.061
93,28.398460800002795,2.131,0.03,0.028,0.015,-0.006,-0.047,-0.095,0.095,-0.0,-57.0,217.0,-208.0,169.0,-0.004,-0.047,0.0,-0.012,-0.01,0.09,1.796,0.0,-0.012,0.017,0.0,0.0,0,-0.057
94,28.511200199951418,2.131,0.03,0.029,0.012,-0.006,-0.024,-0.024,-0.047,0.0,314.0,197.0,-38.0,54.0,0.013,-0.024,-0.237,-0.023,-0.017,0.09,-3.174,0.001,-0.023,0.017,0.0,0.0,0,0.314
95,28.611390799982473,2.13,0.031,0.032,0.015,-0.005,0.0,0.0,0.142,0.024,145.0,146.0,-182.0,242.0,0.059,0.0,0.0,0.042,0.05,0.0,0.3,0.0,0.042,0.018,0.0,0.0,0,0.145
96,28.714318399957847,2.13,0.037,0.034,0.017,-0.002,0.119,-0.095,0.0,-0.047,-425.0,182.0,124.0,229.0,-0.007,0.119,0.237,-0.006,-0.005,-0.45,-3.312,-0.007,-0.006,0.022,0.0,0.0,0,-0.425
97,28.8079300999525,2.129,0.035,0.033,0.017,-0.003,-0.024,-0.047,-0.0,-0.024,-181.0,47.0,-94.0,142.0,-0.035,-0.024,0.0,-0.024,-0.025,-0.27,-0.617,-0.005,-0.024,0.021,0.0,0.0,0,-0.181
98,28.91479629999958,2.128,0.032,0.033,0.016,-0.005,0.0,-0.024,0.071,-0.047,-142.0,84.0,-151.0,156.0,-0.002,0.0,0.0,-0.0,-0.003,0.0,2.303,-0.001,-0.0,0.019,0.0,0.0,0,-0.142
99,29.02717889996711,2.128,0.033,0.033,0.016,-0.005,0.047,-0.024,0.024,-0.047,-157.0,282.0,-96.0,117.0,-0.004,0.047,0.0,0.001,0.012,-0.09,-3.085,-0.002,0.001,0.019,0.0,0.0,0,-0.157
100,29.112096299999394,2.128,0.033,0.033,0.017,-0.004,-0.095,0.071,0.047,-0.047,148.0,-242.0,-182.0,79.0,-0.031,-0.095,0.0,-0.006,-0.006,-0.27,-0.279,-0.004,-0.006,0.02,0.0,0.0,0,0.148
101,29.230839099967852,2.128,0.03,0.029,0.013,-0.005,-0.047,-0.047,0.0,-0.024,48.0,48.0,-211.0,-34.0,-0.04,-0.047,0.0,-0.03,-0.034,0.0,1.894,-0.0,-0.03,0.017,0.0,0.0,0,0.048
